edge_id	executable	legacy_source	kind	legacy_targets	legacy_continuation	operation	native_function	native_test_or_fixture	status	prerequisites
edge-2878	yt.exe	YT:977E	conditional	YT:9783	YT:9780	7403 jz 0x9783	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2879	yt.exe	YT:9780	jump	YT:979E		e91b00 jmp 0x979e	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2880	yt.exe	YT:97CD	conditional	YT:97D2	YT:97CF	7f03 jg 0x97d2	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2881	yt.exe	YT:97CF	jump	YT:98EB		e91901 jmp 0x98eb	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2882	yt.exe	YT:97EC	conditional	YT:97F1	YT:97EE	7403 jz 0x97f1	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2883	yt.exe	YT:97EE	jump	YT:97FA		e90900 jmp 0x97fa	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2884	yt.exe	YT:983C	conditional	YT:9841	YT:983E	7503 jnz 0x9841	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2885	yt.exe	YT:983E	jump	YT:9871		e93000 jmp 0x9871	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2886	yt.exe	YT:98DA	gosub	YT:02BF	YT:98DF	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2887	yt.exe	YT:98E8	jump	YT:9548		e95dfc jmp 0x9548	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2888	yt.exe	YT:98F2	native-call	YT-SUB:1C88	YT:98F7	9a881c420f call 0xf42:0x1c88	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2889	yt.exe	YT:98FA	jump	YT:95AE		e9b1fc jmp 0x95ae	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2890	yt.exe	YT:98FE	gosub	YT:02BF	YT:9903	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2891	yt.exe	YT:990C	conditional	YT:9911	YT:990E	7403 jz 0x9911	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2892	yt.exe	YT:990E	jump	YT:9914		e90300 jmp 0x9914	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2893	yt.exe	YT:9911	jump	YT:9E7C		e96805 jmp 0x9e7c	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2894	yt.exe	YT:991D	gosub	YT:031F	YT:9922	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2895	yt.exe	YT:9922	gosub	YT:0357	YT:9927	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2896	yt.exe	YT:9930	conditional	YT:9935	YT:9932	7403 jz 0x9935	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2897	yt.exe	YT:9932	jump	YT:9937		e90200 jmp 0x9937	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2898	yt.exe	YT:9935	jump	YT:98FD		ebc6 jmp short 0x98fd	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2899	yt.exe	YT:9937	gosub	YT:02BF	YT:993C	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2900	yt.exe	YT:9945	conditional	YT:994A	YT:9947	7403 jz 0x994a	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2901	yt.exe	YT:9947	jump	YT:99B3		e96900 jmp 0x99b3	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2902	yt.exe	YT:9961	conditional	YT:9964	YT:9963	7601 jna 0x9964	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2903	yt.exe	YT:997C	conditional	YT:997F	YT:997E	7401 jz 0x997f	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2904	yt.exe	YT:9983	conditional	YT:9988	YT:9985	7503 jnz 0x9988	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2905	yt.exe	YT:9985	jump	YT:99B0		e92800 jmp 0x99b0	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2906	yt.exe	YT:99B0	jump	YT:9548		e995fb jmp 0x9548	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2907	yt.exe	YT:99BC	conditional	YT:99C1	YT:99BE	7403 jz 0x99c1	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2908	yt.exe	YT:99BE	jump	YT:9A2E		e96d00 jmp 0x9a2e	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2909	yt.exe	YT:99DF	jump	YT:9A1A		e93800 jmp 0x9a1a	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2910	yt.exe	YT:9A0C	gosub	YT:02FC	YT:9A11	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2911	yt.exe	YT:9A29	conditional	YT:99E2	YT:9A2B	76b7 jna 0x99e2	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2912	yt.exe	YT:9A2B	jump	YT:98FD		e9cffe jmp 0x98fd	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2913	yt.exe	YT:9A37	conditional	YT:9A3C	YT:9A39	7403 jz 0x9a3c	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2914	yt.exe	YT:9A39	jump	YT:9A61		e92500 jmp 0x9a61	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
edge-2915	yt.exe	YT:9A45	gosub	YT:A8D2	YT:9A4A	3F:58 GOSUB	src/yt_session.c::{radio_compose,radio_line_prompt,radio_edit_draft,radio_append,append_news,session_0317,session_031f,session_0345,session_0357,session_036f,session_a8d2,session_02db,session_02fc,session_present_text}; src/yt_data.c::yt_radio_message_record	tests/test_presentation.c::test_radio_body_presentation; tests/test_data.c::test_record; tests/test_qb.c; tests/test_input_model.c	candidate	canonical 7-byte first-empty and 99-byte plain personal-send bodies, exact 86-byte personal record, recipient-major/news-radio order, line/menu/abort/edit wrapper structure and styled success are represented; add exact custom-poll timing, wrap cleanup, backspace local LOCATE, raw draft/pager cells, full edit/list/continue variants, physical writer FIELD/file prefixes, all endpoints and failures
